"Number","Name","Type1","Type2","Total","HP","Attack","Defense","SpecialAtk","SpecialDef","Speed","Generation","Legendary"
650,"Chespin","Grass",NA,313,56,61,65,48,45,38,6,FALSE
651,"Quilladin","Grass",NA,405,61,78,95,56,58,57,6,FALSE
652,"Chesnaught","Grass","Fighting",530,88,107,122,74,75,64,6,FALSE
653,"Fennekin","Fire",NA,307,40,45,40,62,60,60,6,FALSE
654,"Braixen","Fire",NA,409,59,59,58,90,70,73,6,FALSE
655,"Delphox","Fire","Psychic",534,75,69,72,114,100,104,6,FALSE
656,"Froakie","Water",NA,314,41,56,40,62,44,71,6,FALSE
657,"Frogadier","Water",NA,405,54,63,52,83,56,97,6,FALSE
658,"Greninja","Water","Dark",530,72,95,67,103,71,122,6,FALSE
659,"Bunnelby","Normal",NA,237,38,36,38,32,36,57,6,FALSE
660,"Diggersby","Normal","Ground",423,85,56,77,50,77,78,6,FALSE
661,"Fletchling","Normal","Flying",278,45,50,43,40,38,62,6,FALSE
662,"Fletchinder","Fire","Flying",382,62,73,55,56,52,84,6,FALSE
663,"Talonflame","Fire","Flying",499,78,81,71,74,69,126,6,FALSE
664,"Scatterbug","Bug",NA,200,38,35,40,27,25,35,6,FALSE
665,"Spewpa","Bug",NA,213,45,22,60,27,30,29,6,FALSE
666,"Vivillon","Bug","Flying",411,80,52,50,90,50,89,6,FALSE
667,"Litleo","Fire","Normal",369,62,50,58,73,54,72,6,FALSE
668,"Pyroar","Fire","Normal",507,86,68,72,109,66,106,6,FALSE
669,"Flabébé","Fairy",NA,303,44,38,39,61,79,42,6,FALSE
670,"Floette","Fairy",NA,371,54,45,47,75,98,52,6,FALSE
671,"Florges","Fairy",NA,552,78,65,68,112,154,75,6,FALSE
672,"Skiddo","Grass",NA,350,66,65,48,62,57,52,6,FALSE
673,"Gogoat","Grass",NA,531,123,100,62,97,81,68,6,FALSE
674,"Pancham","Fighting",NA,348,67,82,62,46,48,43,6,FALSE
675,"Pangoro","Fighting","Dark",495,95,124,78,69,71,58,6,FALSE
676,"Furfrou","Normal",NA,472,75,80,60,65,90,102,6,FALSE
677,"Espurr","Psychic",NA,355,62,48,54,63,60,68,6,FALSE
678,"Meowstic Male","Psychic",NA,466,74,48,76,83,81,104,6,FALSE
678,"Meowstic Female","Psychic",NA,466,74,48,76,83,81,104,6,FALSE
679,"Honedge","Steel","Ghost",325,45,80,100,35,37,28,6,FALSE
680,"Doublade","Steel","Ghost",448,59,110,150,45,49,35,6,FALSE
681,"Aegislash Blade Forme","Steel","Ghost",520,60,150,50,150,50,60,6,FALSE
681,"Aegislash Shield Forme","Steel","Ghost",520,60,50,150,50,150,60,6,FALSE
682,"Spritzee","Fairy",NA,341,78,52,60,63,65,23,6,FALSE
683,"Aromatisse","Fairy",NA,462,101,72,72,99,89,29,6,FALSE
684,"Swirlix","Fairy",NA,341,62,48,66,59,57,49,6,FALSE
685,"Slurpuff","Fairy",NA,480,82,80,86,85,75,72,6,FALSE
686,"Inkay","Dark","Psychic",288,53,54,53,37,46,45,6,FALSE
687,"Malamar","Dark","Psychic",482,86,92,88,68,75,73,6,FALSE
688,"Binacle","Rock","Water",306,42,52,67,39,56,50,6,FALSE
689,"Barbaracle","Rock","Water",500,72,105,115,54,86,68,6,FALSE
690,"Skrelp","Poison","Water",320,50,60,60,60,60,30,6,FALSE
691,"Dragalge","Poison","Dragon",494,65,75,90,97,123,44,6,FALSE
692,"Clauncher","Water",NA,330,50,53,62,58,63,44,6,FALSE
693,"Clawitzer","Water",NA,500,71,73,88,120,89,59,6,FALSE
694,"Helioptile","Electric","Normal",289,44,38,33,61,43,70,6,FALSE
695,"Heliolisk","Electric","Normal",481,62,55,52,109,94,109,6,FALSE
696,"Tyrunt","Rock","Dragon",362,58,89,77,45,45,48,6,FALSE
697,"Tyrantrum","Rock","Dragon",521,82,121,119,69,59,71,6,FALSE
698,"Amaura","Rock","Ice",362,77,59,50,67,63,46,6,FALSE
699,"Aurorus","Rock","Ice",521,123,77,72,99,92,58,6,FALSE
700,"Sylveon","Fairy",NA,525,95,65,65,110,130,60,6,FALSE
701,"Hawlucha","Fighting","Flying",500,78,92,75,74,63,118,6,FALSE
702,"Dedenne","Electric","Fairy",431,67,58,57,81,67,101,6,FALSE
703,"Carbink","Rock","Fairy",500,50,50,150,50,150,50,6,FALSE
704,"Goomy","Dragon",NA,300,45,50,35,55,75,40,6,FALSE
705,"Sliggoo","Dragon",NA,452,68,75,53,83,113,60,6,FALSE
706,"Goodra","Dragon",NA,600,90,100,70,110,150,80,6,FALSE
707,"Klefki","Steel","Fairy",470,57,80,91,80,87,75,6,FALSE
708,"Phantump","Ghost","Grass",309,43,70,48,50,60,38,6,FALSE
709,"Trevenant","Ghost","Grass",474,85,110,76,65,82,56,6,FALSE
710,"Pumpkaboo Average Size","Ghost","Grass",335,49,66,70,44,55,51,6,FALSE
710,"Pumpkaboo Small Size","Ghost","Grass",335,44,66,70,44,55,56,6,FALSE
710,"Pumpkaboo Large Size","Ghost","Grass",335,54,66,70,44,55,46,6,FALSE
710,"Pumpkaboo Super Size","Ghost","Grass",335,59,66,70,44,55,41,6,FALSE
711,"Gourgeist Average Size","Ghost","Grass",494,65,90,122,58,75,84,6,FALSE
711,"Gourgeist Small Size","Ghost","Grass",494,55,85,122,58,75,99,6,FALSE
711,"Gourgeist Large Size","Ghost","Grass",494,75,95,122,58,75,69,6,FALSE
711,"Gourgeist Super Size","Ghost","Grass",494,85,100,122,58,75,54,6,FALSE
712,"Bergmite","Ice",NA,304,55,69,85,32,35,28,6,FALSE
713,"Avalugg","Ice",NA,514,95,117,184,44,46,28,6,FALSE
714,"Noibat","Flying","Dragon",245,40,30,35,45,40,55,6,FALSE
715,"Noivern","Flying","Dragon",535,85,70,80,97,80,123,6,FALSE
716,"Xerneas","Fairy",NA,680,126,131,95,131,98,99,6,TRUE
717,"Yveltal","Dark","Flying",680,126,131,95,131,98,99,6,TRUE
718,"Zygarde 50% Forme","Dragon","Ground",600,108,100,121,81,95,95,6,TRUE
719,"Diancie","Rock","Fairy",600,50,100,150,100,150,50,6,TRUE
719,"Diancie Mega Diancie","Rock","Fairy",700,50,160,110,160,110,110,6,TRUE
720,"Hoopa Hoopa Confined","Psychic","Ghost",600,80,110,60,150,130,70,6,TRUE
720,"Hoopa Hoopa Unbound","Psychic","Dark",680,80,160,60,170,130,80,6,TRUE
721,"Volcanion","Fire","Water",600,80,110,120,130,90,70,6,TRUE
